nama_pintu_air,lokasi,latitude,longitude,tanggal,tinggi_air,status_siaga
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
P.A. Istiqlal  ,Ciliwung,"-6,168,254","106,831,350",1/3/2020 5:30,2110,Normal
