nama_pintu_air,lokasi,latitude,longitude,tinggi_normal,tinggi_siaga_3,tinggi_siaga_2,tanggal,tinggi_air,status_siaga
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 18:10,890,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 18:10,5920,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 18:10,2440,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 18:10,520,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 18:10,2150,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 18:10,1620,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 18:10,1730,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/16/2020 18:40,270,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 18:40,1260,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 18:40,5980,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 18:40,2460,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 18:40,520,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 18:40,2120,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 18:40,1710,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 18:40,1710,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 18:50,2520,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 18:50,2110,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 18:50,2520,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 19:05,2700,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/16/2020 19:10,260,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 19:10,1400,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 19:10,5970,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 19:10,520,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 19:10,1620,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 19:10,1670,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 19:30,1700,Siaga 2
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/16/2020 19:40,230,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 19:40,1310,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 19:40,6030,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 19:40,710,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 19:40,2090,Normal
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 19:40,1640,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/16/2020 20:10,210,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 20:10,1280,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 20:10,6080,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 20:10,870,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 20:10,2090,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 20:10,1670,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 20:10,1610,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 20:17,2900,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 20:17,2900,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/16/2020 20:40,190,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 20:40,1180,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 20:40,6110,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 20:40,980,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 20:40,2100,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 20:40,1640,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 20:40,1580,Normal
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 21:00,1540,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/16/2020 21:10,180,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 21:10,1080,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 21:10,6120,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 21:10,1070,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 21:10,2100,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 21:10,1750,Siaga 2
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 21:15,3000,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 21:15,3000,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/16/2020 21:40,160,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 21:40,1010,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 21:40,6130,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 21:40,1110,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 21:40,2120,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 21:40,1760,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 21:40,1540,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/16/2020 22:00,150,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 22:05,3000,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 22:05,3000,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 22:10,950,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 22:10,6100,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 22:10,1140,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 22:10,2130,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 22:10,1770,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 22:10,1480,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/16/2020 22:40,140,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 22:40,890,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 22:40,6080,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 22:40,1140,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 22:40,2160,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 22:40,1640,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 22:40,1410,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 23:00,2900,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 23:00,2900,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 23:00,2900,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/16/2020 23:00,2900,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/16/2020 23:10,130,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 23:10,840,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 23:10,6040,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 23:10,1140,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 23:10,2170,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 23:10,1560,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 23:10,1430,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/16/2020 23:40,120,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/16/2020 23:40,810,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/16/2020 23:40,6030,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/16/2020 23:40,1120,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/16/2020 23:40,2170,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/16/2020 23:40,1600,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/16/2020 23:40,1360,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 0:10,120,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 0:10,790,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 0:10,6020,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 0:10,1070,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 0:10,2170,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 0:10,1580,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 0:10,1400,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 0:40,120,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 0:40,780,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 0:40,6020,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 0:40,1020,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 0:40,2160,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 0:40,1580,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 0:40,1370,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 1:07,2800,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 1:07,2800,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 1:07,2800,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 1:10,110,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 1:10,810,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 1:10,6100,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 1:10,970,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 1:10,2160,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 1:10,1580,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 1:10,1510,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 1:40,110,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 1:40,810,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 1:40,6230,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 1:40,930,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 1:40,2160,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 1:40,1580,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 1:40,1510,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 2:10,110,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 2:10,790,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 2:10,6380,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 2:10,880,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 2:10,2150,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 2:10,1600,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 2:10,1650,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 2:30,850,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 2:30,1570,Siaga 2
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 2:32,2800,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 2:32,2800,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 2:32,2800,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 2:32,2800,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 2:40,100,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 2:40,770,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 2:40,6480,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 2:40,2170,Normal
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 2:40,1530,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 3:10,100,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 3:10,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 3:10,6720,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 3:10,810,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 3:10,2190,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 3:10,1610,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 3:10,1590,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 3:40,100,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 3:40,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 3:40,6790,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 3:40,770,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 3:40,2220,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 3:40,1630,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 3:40,1700,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 4:10,100,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 4:10,750,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 4:10,6750,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 4:10,750,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 4:10,2230,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 4:10,1640,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 4:10,1790,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 4:40,100,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 4:40,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 4:40,6730,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 4:40,730,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 4:40,2230,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 4:40,1660,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 4:40,1650,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 5:00,3200,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 5:00,3200,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 5:00,3200,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 5:10,100,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 5:10,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 5:10,6700,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 5:10,710,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 5:10,2230,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 5:10,1630,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 5:10,1550,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 5:40,100,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 5:40,750,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 5:40,6710,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 5:40,670,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 5:40,2240,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 5:40,1680,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 5:40,1540,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 6:00,3100,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 6:00,3100,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 6:10,100,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 6:10,750,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 6:10,6670,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 6:10,650,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 6:10,2350,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 6:10,1690,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 6:10,1560,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 6:40,100,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 6:40,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 6:40,6610,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 6:40,630,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 6:40,2360,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 6:40,1750,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 6:40,1560,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 7:00,3100,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 7:00,3100,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 7:10,100,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 7:10,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 7:10,6550,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 7:10,620,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 7:10,2890,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 7:10,1660,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 7:10,1570,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 7:40,90,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 7:40,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 7:40,6500,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 7:40,600,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 7:40,3070,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 7:40,1680,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 7:40,1580,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 8:00,90,Normal
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 8:00,1580,Siaga 2
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 8:10,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 8:10,6450,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 8:10,580,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 8:10,3140,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 8:10,1760,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 8:30,750,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 8:40,90,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 8:40,6410,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 8:40,2920,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 8:40,570,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 8:40,3160,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 8:40,1660,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 8:40,1670,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 9:10,90,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 9:10,750,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 9:10,6380,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 9:10,2950,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 9:10,560,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 9:10,3040,Siaga 2
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 9:10,1720,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 9:10,1630,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 9:40,80,Normal
PS. Depok,Ciliwung,-6400514,106832143,1990,2690,3490,1/17/2020 9:40,760,Normal
PA. Manggarai,Ciliwung,-6207825,106848458,7490,8490,9490,1/17/2020 9:40,6340,Normal
P.A. Karet,Banjir Kanal Barat,-6197901,106810075,4490,5490,5990,1/17/2020 9:40,2850,Normal
PS. Angke Hulu,Angke,-6220047,106694137,1490,2490,2990,1/17/2020 9:40,540,Normal
P.A. Istiqlal  ,Ciliwung,-6168254,10683135,2490,2990,3490,1/17/2020 9:40,2700,Siaga 3
P.A. Jembatan Merah,Ciliwung,-6149068,106834214,1490,1990,2490,1/17/2020 9:40,1710,Siaga 2
P.A. Ancol Flusing,Ciliwung,-6129859,106831254,1790,1890,2190,1/17/2020 9:40,1670,Normal
PS. Katulampa (Hulu),Ciliwung,-6633167,106836806,790,1490,1990,1/17/2020 10:10,90,Normal
